Publication_Hardcover,Publication_Paperback,Publication_other,Title,Author,Edition,Reviews,Ratings,Synopsis,Genre,BookCategory,Price,Age_of_book
1,0,0,4,32,4,5.0,3,4,1183,878,1150.0,6
0,1,0,1,3,435,3.6,2,1,325,878,199.0,3
0,1,0,1,5,559,3.6,12,1,517,702,443.0,6
0,1,0,1,1,493,4.6,3,1,83,614,1248.0,10
0,1,0,1,1,59,3.3,3,1,22,648,2239.0,4
0,1,0,1,1,486,4.8,35,1,84,732,430.0,17
0,1,0,2,40,478,4.1,29,2,244,744,449.0,9
1,0,0,1,1,59,5.0,2,1,82,402,867.0,3
0,1,0,1,15,428,4.4,42,1,335,878,295.0,6
1,0,0,1,5,77,5.0,2,1,244,744,546.0,9
0,1,0,1,2,446,2.0,1,1,463,614,1061.0,19
0,1,0,1,3,478,3.0,5,1,517,702,196.0,8
0,1,0,1,2,385,4.2,15,1,7,744,69.0,43
1,0,0,1,1,67,5.0,8,1,52,732,402.2,3
0,1,0,1,87,493,4.5,108,1,40,878,471.0,14
0,0,1,2,2,15,3.0,1,2,24,733,262.0,33
1,0,0,2,2,93,4.7,165,2,21,638,354.0,8
0,1,0,1,2,428,5.0,1,1,335,878,280.0,14
0,1,0,1,16,428,3.4,2,1,335,878,359.0,12
0,1,0,2,2,493,5.0,1,2,6,744,459.23,6
1,0,0,2,2,93,4.0,10,2,463,732,399.0,4
1,0,0,1,1,91,4.0,1,1,19,670,798.0,20
0,1,0,3,5,334,4.0,2,1,244,744,450.0,16
1,0,0,1,33,91,5.0,1,1,325,670,479.0,13
0,1,0,1,1,559,3.2,3,1,463,670,739.0,7
1,0,0,2,2,85,4.1,6,2,52,648,309.0,5
0,1,0,1,7,366,4.6,10,1,325,670,364.0,10
1,0,0,1,2,2,5.0,2,1,14,614,1196.0,4
0,1,0,1,1,478,3.7,4,1,98,648,400.0,6
1,0,0,1,1,85,4.0,6,1,10,732,306.0,5
0,1,0,1,1,559,4.3,3,1,48,402,299.0,7
1,0,0,3,3,93,4.9,12,3,46,733,2100.0,25
0,1,0,1,1,428,4.3,307,1,84,878,288.0,7
0,1,0,2,2,7,4.4,20,2,6,732,249.0,11
0,1,0,2,5,442,4.2,39,2,40,1036,200.0,19
0,1,0,3,3,431,4.0,1,3,1183,878,713.0,9
0,0,1,1,1,19,5.0,1,1,517,702,223.0,6
0,1,0,1,4,431,4.5,351,1,6,402,341.0,5
0,1,0,1,1,69,4.3,8,1,244,744,325.0,5
0,1,0,1,1,486,4.6,3,1,24,732,312.0,3
0,0,1,1,1,11,4.7,4,1,1183,670,417.0,38
0,1,0,1,8,442,3.4,4,1,1183,1036,374.0,6
0,1,0,2,2,478,4.9,17,2,94,638,273.0,13
0,1,0,1,1,486,4.0,1,1,35,614,476.0,12
0,1,0,2,2,486,4.7,4,2,47,648,2484.0,8
0,1,0,1,2,385,3.9,66,1,463,732,152.0,9
0,1,0,1,1,428,3.5,17,1,24,732,360.0,7
0,1,0,1,2,57,4.7,4,1,25,732,352.36,4
0,1,0,1,7,559,3.1,7,1,23,744,1721.0,10
0,1,0,2,5,69,4.3,30,2,1183,1036,424.0,4
0,1,0,1,1,366,4.6,3,1,39,733,2546.0,10
0,1,0,1,1,366,4.0,9,1,25,733,239.0,8
0,1,0,1,5,435,4.1,22,1,517,702,315.0,6
0,1,0,1,12,442,4.5,2,1,47,638,299.0,13
0,1,0,1,1,486,4.5,390,1,325,878,135.0,4
0,1,0,2,14,442,4.0,30,2,6,614,297.0,13
0,1,0,1,4,428,3.7,19,1,6,670,850.44,29
0,1,0,1,1,435,3.5,2,1,16,614,249.18,7
0,1,0,2,19,3,4.5,4,2,1183,1036,641.0,16
0,1,0,2,17,559,4.5,11,2,13,614,678.0,10
0,0,1,1,39,18,4.5,24,1,1183,1036,1498.0,7
0,1,0,3,3,442,4.6,143,3,1183,1036,307.0,10
1,0,0,1,17,1,4.7,185,1,92,638,356.0,7
0,1,0,1,2,442,4.4,2,1,463,614,996.18,12
0,1,0,1,9,380,4.0,16,1,325,878,297.0,6
0,1,0,1,1,385,4.3,4,1,88,648,499.0,34
0,1,0,1,4,334,3.6,5,1,39,648,190.0,15
0,1,0,1,1,478,4.1,58,1,463,732,324.0,9
0,1,0,1,1,366,4.1,3,1,517,702,200.0,15
0,1,0,2,4,486,4.7,5,2,325,702,307.23,3
0,1,0,1,87,559,3.5,7,1,335,878,221.0,5
0,1,0,1,15,493,4.3,67,1,325,878,278.0,8
0,1,0,1,1,442,4.5,59,1,80,733,250.0,5
1,0,0,1,2,49,4.6,29,1,15,638,805.0,7
0,1,0,2,2,442,4.0,15,2,4,402,509.0,27
0,1,0,1,1,428,5.0,1,1,2,878,926.0,27
0,1,0,1,1,559,3.8,16,1,24,732,280.0,22
0,1,0,1,26,428,4.4,42,1,325,878,260.0,11
0,1,0,1,1,446,4.5,2,1,8,648,421.0,5
0,1,0,1,1,52,4.8,32,1,517,702,310.0,3
0,1,0,1,1,493,4.5,31,1,24,402,365.0,29
1,0,0,2,2,117,3.0,1,2,6,744,681.0,10
0,1,0,1,1,478,4.8,49,1,463,732,242.0,3
0,1,0,1,1,442,3.7,52,1,8,733,64.0,3
1,0,0,1,1,1,4.7,4,1,8,614,1413.86,5
0,1,0,1,10,431,5.0,1,1,463,732,48.0,7
1,0,0,1,6,85,4.6,3,1,7,1036,286.0,14
0,1,0,2,5,486,4.1,8,2,1183,1036,235.0,5
0,1,0,1,1,442,4.3,42,1,7,744,185.0,5
1,0,0,1,2,1,5.0,6,1,92,638,2185.0,11
0,1,0,1,1,478,4.5,40,1,1183,1036,349.0,4
1,0,0,2,2,85,5.0,1,2,120,648,2721.0,5
1,0,0,1,1,77,4.4,30,1,14,732,279.0,5
0,1,0,4,1,428,3.5,12,1,43,648,320.0,5
0,1,0,1,14,559,4.1,21,1,145,638,408.0,8
0,1,0,2,2,431,5.0,2,2,5,733,698.0,11
0,0,1,1,1,15,4.8,6,1,1183,1036,399.0,16
0,1,0,1,2,380,4.4,31,1,4,402,380.44,10
0,1,0,1,1,428,4.2,17,1,15,878,403.0,14
0,1,0,1,1,478,4.8,7,1,82,733,498.0,14
0,1,0,1,16,435,4.6,3,1,517,702,147.85,5
0,1,0,2,2,486,4.6,14,2,1183,1036,341.0,4
0,0,1,5,6,6,4.3,7,5,145,638,603.0,4
0,1,0,2,2,478,3.5,2,2,52,733,222.0,3
0,1,0,2,2,442,4.0,2,2,50,670,937.0,51
0,1,0,1,8,428,4.2,6,1,1183,1036,499.0,7
0,1,0,1,2,380,4.0,2,1,1183,1036,125.0,12
0,1,0,1,1,51,3.5,2,1,145,638,710.51,7
0,1,0,2,4,431,4.1,3,2,517,702,115.0,12
0,1,0,1,1,442,4.3,16,1,4,402,299.0,4
1,0,0,1,1,42,5.0,1,1,10,402,632.0,5
0,1,0,1,6,2,4.5,342,1,94,732,188.0,10
0,1,0,1,1,442,4.5,6,1,92,648,1160.0,9
0,1,0,1,1,428,5.0,1,1,1183,1036,449.0,29
0,1,0,1,1,385,4.0,64,1,80,733,120.0,4
0,1,0,3,20,446,4.7,11,3,1183,1036,271.0,11
0,1,0,3,17,446,4.6,34,3,1183,1036,295.0,22
0,1,0,1,1,431,3.9,9,1,82,402,196.0,9
0,1,0,1,1,478,4.0,1,1,1183,1036,506.0,3
0,0,1,2,4,2,5.0,1,2,80,733,639.0,6
1,0,0,1,1,7,5.0,5,1,244,744,1118.0,4
0,1,0,1,2,385,4.2,43,1,2,648,599.0,6
1,0,0,1,1,14,4.6,3,1,52,648,1889.0,5
0,1,0,2,2,366,4.0,22,2,1183,878,264.0,8
0,1,0,2,2,478,5.0,4,2,12,878,134.0,18
1,0,0,1,1,117,5.0,1,1,325,878,290.0,4
0,1,0,1,1,366,4.0,1,1,83,614,1472.0,6
0,1,0,1,3,380,4.3,4,1,325,878,502.41,4
0,1,0,2,2,446,4.7,72,2,16,733,261.0,8
0,1,0,1,4,446,4.4,27,1,98,733,317.0,11
0,1,0,1,1,385,4.0,36,1,43,648,300.0,14
0,1,0,1,2,435,4.6,18,1,8,614,330.0,8
0,1,0,2,2,380,4.8,79,2,6,733,475.0,4
0,1,0,2,3,366,4.7,16,2,1183,1036,374.0,3
0,1,0,1,2,493,4.6,3,1,28,732,309.0,18
0,0,1,1,8,15,4.5,2,1,1183,1036,524.0,4
1,0,0,2,61,77,4.6,5,2,47,648,692.23,4
0,1,0,3,5,486,4.7,282,3,1183,1036,263.0,7
0,1,0,1,1,559,3.9,9,1,6,402,114.0,5
0,1,0,2,1,334,3.0,1,1,18,402,410.0,16
0,1,0,1,1,380,4.5,22,1,517,702,149.0,6
1,0,0,1,1,85,4.1,33,1,463,732,510.0,5
0,1,0,1,1,334,4.2,10,1,66,744,247.0,12
0,1,0,1,61,559,3.0,1,3,59,733,698.93,6
0,1,0,1,21,559,5.0,1,1,1183,1036,273.0,38
1,0,0,1,1,14,5.0,1,1,16,648,1627.0,5
0,1,0,1,1,478,5.0,2,1,4,733,311.0,11
0,1,0,2,7,442,4.0,1,2,1183,1036,247.0,3
0,1,0,1,1,435,5.0,1,1,517,702,120.0,5
0,1,0,1,1,486,3.3,26,1,16,732,295.0,7
0,1,0,2,2,442,5.0,2,2,82,733,499.0,8
0,1,0,3,3,380,4.0,1,1,244,744,263.0,4
0,1,0,1,1,493,4.0,1,1,92,670,1313.0,18
0,1,0,1,1,493,5.0,1,1,88,648,378.0,20
1,0,0,1,65,77,5.0,2,4,71,733,74.0,13
0,1,0,1,1,385,3.4,7,1,80,733,222.0,6
0,1,0,1,1,493,4.6,22,1,5,732,386.0,8
0,1,0,14,13,366,5.0,1,1,234,744,352.0,5
0,1,0,1,1,41,5.0,2,1,88,648,1199.0,4
0,1,0,1,3,334,4.6,3,1,35,648,337.0,12
0,0,1,1,1,1,5.0,1,1,120,670,1878.0,6
0,1,0,1,1,559,5.0,6,1,517,702,945.0,11
1,0,0,1,1,59,4.3,3,1,8,744,1770.0,13
1,0,0,1,15,42,4.2,184,1,98,733,262.0,9
0,1,0,2,2,493,3.9,17,1,7,648,400.44,7
0,1,0,3,20,446,4.8,12,3,1183,878,262.0,10
1,0,0,3,3,93,4.9,12,3,46,670,2100.0,25
0,1,0,1,1,385,5.0,2,1,39,648,1000.0,4
0,1,0,1,2,442,4.1,4,1,119,670,68.0,3
0,1,0,1,11,366,4.1,150,1,94,732,110.0,9
0,1,0,1,1,385,5.0,1,1,2,648,1625.0,16
0,1,0,1,1,428,5.0,1,1,11,744,674.0,9
0,1,0,2,4,435,3.6,5,1,517,702,139.0,7
0,1,0,2,2,486,3.0,1,2,22,670,485.0,31
0,1,0,1,7,431,5.0,2,1,234,744,1399.0,10
0,1,0,1,3,428,2.3,5,1,83,614,550.0,18
0,1,0,1,1,478,3.6,62,1,11,648,225.0,10
0,1,0,1,1,442,3.7,120,1,145,638,150.0,3
0,1,0,2,8,442,4.5,6,1,1183,1036,259.35,3
1,0,0,2,2,13,5.0,2,2,1183,1036,407.0,3
0,1,0,2,2,7,4.7,10,2,463,732,232.0,9
0,1,0,1,3,50,4.5,2,1,1183,1036,719.0,4
1,0,0,1,1,117,5.0,2,1,1183,1036,1138.0,10
0,1,0,1,1,486,4.4,23,1,94,878,295.0,16
0,1,0,1,1,385,3.5,24,1,2,733,767.0,10
0,1,0,1,3,49,3.5,6,1,325,878,240.0,5
0,1,0,3,3,431,3.0,1,3,82,670,1457.0,6
0,1,0,1,6,380,5.0,4,1,92,670,573.0,28
0,1,0,1,1,478,4.7,4,1,14,732,299.0,6
0,1,0,2,3,60,5.0,1,2,1183,1036,129.65,4
0,1,0,1,3,366,5.0,6,1,11,744,336.0,4
0,1,0,8,11,385,4.3,3,8,76,744,76.0,17
0,1,0,2,2,366,4.1,30,2,80,670,221.0,12
0,1,0,1,1,366,5.0,1,1,17,402,455.0,3
0,1,0,1,1,54,3.9,15,1,1183,1036,647.0,7
0,1,0,1,1,559,3.3,3,1,82,402,584.0,6
0,1,0,1,1,478,4.8,13,1,463,732,184.0,3
0,1,0,1,1,380,5.0,1,1,1183,1036,259.0,5
0,1,0,1,12,559,5.0,1,1,59,670,1214.0,4
0,1,0,1,1,385,5.0,1,1,463,732,300.0,4
0,1,0,1,1,559,3.9,2,1,33,1036,225.0,9
1,0,0,1,1,58,3.8,7,1,98,733,246.0,5
0,1,0,1,1,57,4.2,3,1,88,648,399.0,3
0,1,0,1,1,431,4.8,5,1,66,744,2846.0,6
0,1,0,1,87,559,4.2,35,1,335,878,294.25,5
0,1,0,1,1,428,4.7,4,1,16,733,591.0,4
0,1,0,2,2,366,3.8,18,2,1183,1036,110.0,4
0,1,0,1,1,442,4.1,48,1,517,702,159.0,4
0,1,0,1,1,478,5.0,2,1,34,614,900.0,7
0,1,0,1,1,385,4.4,8,1,2,648,1000.0,5
0,1,0,1,2,334,5.0,10,1,234,744,521.0,6
0,1,0,1,3,446,4.2,46,1,80,733,141.0,14
1,0,0,1,1,59,3.9,11,1,50,670,813.0,5
1,0,0,2,13,93,3.4,2,2,335,744,1839.0,6
0,1,0,1,1,478,3.0,1,1,244,744,220.82,10
0,1,0,3,36,559,4.7,20,3,76,744,647.0,29
0,1,0,1,19,478,4.4,9,1,1183,1036,772.0,6
0,1,0,1,1,442,5.0,1,1,15,878,262.0,4
0,1,0,1,1,428,4.1,5,1,10,733,309.0,20
0,1,0,1,7,431,4.1,246,1,24,733,115.0,32
0,0,1,1,4,1,4.2,53,1,80,733,93.0,8
0,1,0,3,36,446,4.0,1,7,76,670,446.0,31
0,1,0,1,1,428,5.0,1,1,88,648,1299.0,5
0,1,0,3,1,559,3.6,29,1,463,744,1339.0,9
0,1,0,1,4,559,5.0,1,1,234,744,356.0,4
0,1,0,1,1,60,4.0,126,1,80,733,2000.0,9
0,1,0,1,4,478,4.0,11,1,463,732,399.13,10
0,1,0,1,1,54,5.0,1,1,59,733,464.0,21
0,1,0,1,1,486,5.0,1,1,119,670,1174.0,14
0,1,0,1,2,442,4.0,3,1,335,878,549.0,7
0,1,0,1,3,435,4.4,29,1,80,614,409.0,6
0,1,0,1,7,428,5.0,1,1,1183,1036,314.0,4
0,1,0,1,7,446,3.8,4,1,10,744,298.0,6
0,1,0,1,15,478,2.5,2,1,1183,1036,386.0,12
0,1,0,1,2,334,4.7,4,1,3,648,1650.0,8
0,1,0,1,1,57,4.3,3,1,39,648,459.0,4
0,1,0,1,1,435,4.0,2,1,80,614,384.0,6
0,1,0,1,40,435,5.0,1,1,517,702,233.0,12
0,1,0,9,19,435,5.0,1,1,234,744,740.92,8
0,1,0,1,2,559,4.6,35,1,463,732,162.0,8
0,1,0,2,3,435,3.0,1,2,76,744,396.0,10
0,1,0,2,10,2,4.5,43,2,234,744,3990.0,14
0,1,0,1,2,442,4.3,3,1,244,744,202.93,10
0,1,0,2,26,559,3.6,21,2,1183,1036,299.0,5
0,1,0,2,19,380,4.8,12,2,1183,1036,255.0,10
0,1,0,2,2,428,4.8,5,2,98,733,1121.0,6
0,1,0,1,1,486,4.9,11,1,244,744,229.0,6
0,1,0,1,10,446,4.3,43,1,463,732,479.0,8
0,1,0,1,10,493,4.5,4,1,1183,1036,361.0,11
0,1,0,1,3,366,4.4,26,1,49,878,339.0,4
0,1,0,1,1,428,3.6,3,1,92,670,250.0,6
0,1,0,1,1,446,4.5,29,1,47,638,870.44,10
0,1,0,1,1,486,4.1,12,1,83,732,228.0,13
0,0,1,1,3,17,5.0,1,1,82,733,475.0,11
0,1,0,7,7,442,5.0,4,1,234,744,524.25,3
0,1,0,1,1,385,4.1,2,1,88,648,299.0,19
0,1,0,1,1,446,5.0,1,1,517,702,210.0,10
0,1,0,1,2,385,4.5,784,1,325,732,320.0,9
0,1,0,2,33,380,4.4,174,1,335,878,263.0,24
0,0,1,2,21,21,4.7,4,2,1183,1036,271.58,35
1,0,0,2,2,12,4.7,37,2,463,402,474.0,3
0,1,0,1,2,50,5.0,1,1,1183,878,299.0,4
0,1,0,1,2,431,4.4,23,1,463,732,369.0,14
0,1,0,1,1,385,3.9,3,1,43,648,600.0,10
0,1,0,1,1,385,4.8,10,1,120,638,239.0,6
0,1,0,1,3,559,4.5,10,1,463,732,299.0,7
0,1,0,1,1,559,3.9,15,1,46,638,342.01,15
0,1,0,3,9,493,4.8,9,3,1183,1036,360.0,4
0,1,0,1,22,446,4.4,48,1,335,878,281.0,12
0,1,0,1,1,478,5.0,1,1,7,733,199.0,12
1,0,0,2,61,77,4.6,5,2,47,638,726.31,4
0,1,0,7,7,380,4.8,15,2,234,744,669.0,7
0,1,0,1,3,493,3.8,15,1,335,878,365.0,21
0,1,0,1,10,428,4.5,2,1,244,744,349.0,7
0,1,0,2,7,380,5.0,15,2,1183,1036,972.0,5
0,1,0,1,1,486,4.7,7,1,80,733,342.0,12
0,0,1,2,2,6,4.7,4,2,82,732,903.0,6
0,1,0,1,1,486,3.0,2,1,1183,1036,599.0,27
0,1,0,1,3,4,4.2,23,1,18,702,247.0,10
0,1,0,1,4,493,3.6,20,1,3,733,84.0,7
0,1,0,1,15,446,4.3,3,1,1183,1036,310.0,9
0,1,0,1,1,478,4.6,27,1,463,732,420.0,38
0,1,0,3,6,334,4.7,15,3,1183,1036,245.0,21
0,1,0,1,4,442,4.1,397,1,517,702,159.0,6
0,1,0,1,1,446,4.8,13,1,92,638,1392.0,12
0,1,0,1,1,385,4.5,63,1,21,648,1475.0,5
0,1,0,1,1,478,4.5,18,1,2,733,304.0,7
0,0,1,1,3,17,4.7,4,1,1183,1036,398.89,30
1,0,0,1,13,117,5.0,1,1,244,744,2243.0,5
1,0,0,2,14,85,4.2,22,2,1183,1036,481.61,8
0,1,0,9,19,51,5.0,1,1,234,744,655.18,6
0,1,0,1,1,446,5.0,2,1,1183,1036,299.0,15
0,1,0,1,10,493,4.3,5,1,244,744,590.0,8
0,1,0,2,2,435,4.4,2,2,325,670,183.7,9
1,0,0,1,1,42,3.9,10,1,61,402,445.1,7
0,1,0,2,36,559,5.0,3,2,76,670,454.0,24
0,1,0,3,4,49,4.0,9,3,1183,1036,339.0,5
0,1,0,1,3,380,4.6,8,1,25,402,288.45,16
0,1,0,17,12,380,4.7,3,3,1183,1036,310.0,28
1,0,0,2,2,67,3.7,24,2,463,614,373.0,3
0,1,0,2,2,559,4.8,5,2,47,638,3340.0,6
0,1,0,1,1,478,4.6,6,1,80,733,180.0,5
0,1,0,3,12,559,5.0,1,2,234,670,702.0,9
0,1,0,1,22,431,3.4,4,1,40,878,295.0,8
1,0,0,2,2,85,5.0,3,2,76,744,616.0,6
0,1,0,1,5,2,3.9,32,1,244,744,250.0,11
0,1,0,3,3,380,5.0,2,1,234,744,799.0,5
0,1,0,2,3,4,4.1,5,2,10,733,299.0,6
0,1,0,1,1,54,4.2,14,1,1183,1036,379.0,9
0,1,0,1,6,428,4.0,1,1,1183,1036,350.0,16
1,0,0,1,1,8,4.2,5,1,1,732,900.0,3
0,1,0,1,3,51,3.5,2,1,1183,1036,250.0,7
0,1,0,1,6,493,5.0,4,1,145,638,461.0,14
0,1,0,1,1,446,4.0,1,1,335,878,280.0,20
1,0,0,1,1,117,5.0,2,1,18,402,1497.2,7
0,1,0,2,2,366,3.9,16,2,98,733,410.0,7
1,0,0,1,6,12,4.0,1,1,6,1036,399.0,4
0,1,0,1,2,478,5.0,2,1,517,702,131.35,5
0,1,0,1,12,446,4.3,35,1,517,702,311.0,9
1,0,0,1,1,91,4.2,3,1,8,614,900.0,4
0,1,0,1,26,446,3.7,30,1,325,878,389.0,7
1,0,0,1,33,58,5.0,1,1,325,670,449.0,14
0,1,0,2,2,334,4.5,26,2,4,614,249.0,11
0,1,0,1,25,486,4.0,8,1,517,702,146.0,4
0,1,0,2,2,42,4.4,113,2,517,702,594.0,5
0,1,0,1,1,478,4.8,7,1,98,733,385.0,5
0,1,0,1,7,435,4.4,172,1,517,702,999.0,10
0,1,0,1,1,42,3.8,6,1,66,744,350.0,5
0,1,0,1,2,431,1.0,1,1,24,402,359.0,4
0,1,0,1,1,431,5.0,1,1,1183,1036,115.0,11
0,1,0,1,1,366,4.0,1,1,8,614,977.0,11
1,0,0,2,2,7,3.5,17,2,1183,1036,406.0,4
0,1,0,1,1,486,4.5,25,1,47,648,1799.0,7
0,1,0,2,2,446,4.8,8,2,92,638,1318.0,31
0,1,0,2,4,380,3.8,28,2,325,670,323.52,4
0,1,0,2,2,435,3.0,1,2,120,638,1422.0,46
1,0,0,2,2,67,4.3,158,2,52,648,357.0,6
0,0,1,1,1,1,4.9,22,1,76,744,14100.0,6
0,1,0,1,9,366,3.8,6,1,517,702,379.0,6
0,1,0,1,1,366,4.7,226,1,463,732,399.0,10
0,1,0,1,1,49,3.9,21,1,335,878,295.0,4
1,0,0,1,4,117,2.0,1,1,59,670,248.0,16
0,1,0,1,15,49,4.1,5,1,1183,1036,485.0,8
0,1,0,3,26,442,3.6,44,3,1183,1036,336.0,7
1,0,0,1,61,79,4.8,7,1,21,614,441.0,5
0,1,0,2,25,49,3.9,20,2,1183,1036,152.0,5
0,1,0,1,6,442,4.4,863,1,9,732,227.0,27
0,1,0,2,2,486,5.0,1,2,80,670,900.0,23
0,1,0,3,7,4,3.8,17,3,1183,1036,352.36,10
0,1,0,1,1,435,5.0,1,1,145,638,588.0,20
0,1,0,1,3,442,4.3,14,1,1183,1036,335.0,4
0,1,0,1,26,446,4.1,76,1,325,878,281.0,7
0,1,0,1,40,486,4.0,4,1,517,702,279.0,11
0,1,0,1,1,442,3.9,26,1,88,648,399.0,5
0,1,0,1,1,54,4.0,9,1,3,648,499.0,4
1,0,0,1,1,58,4.1,4,1,98,733,1843.0,7
0,1,0,1,1,559,4.6,27,1,4,614,855.0,11
0,0,1,1,3,15,3.9,18,1,49,702,319.0,38
0,1,0,1,15,380,4.5,291,1,335,878,235.0,13
1,0,0,2,14,49,3.8,6,2,1183,1036,450.0,4
0,1,0,2,3,486,3.0,2,1,35,614,310.0,3
0,1,0,1,1,50,4.0,2,1,1183,1036,479.0,5
0,1,0,1,1,431,5.0,2,1,517,702,299.0,7
0,1,0,2,4,442,3.7,6,2,1183,878,307.0,6
0,1,0,1,65,380,4.0,19,1,71,733,113.0,9
1,0,0,2,2,12,4.5,225,2,24,732,538.0,4
0,1,0,1,1,42,4.2,7,1,517,702,699.0,4
0,1,0,2,25,431,3.8,69,2,1183,1036,155.0,8
0,1,0,1,1,486,3.3,5,1,517,702,199.0,18
0,1,0,1,1,69,5.0,4,1,2,614,369.0,4
0,1,0,1,15,380,5.0,2,1,1183,1036,275.0,17
0,1,0,1,61,366,4.0,3,1,83,670,374.0,4
0,1,0,1,2,366,4.0,1,1,33,670,350.0,21
0,1,0,1,1,334,4.9,12,1,98,733,350.0,16
0,1,0,1,1,442,3.0,6,1,82,733,275.0,3
0,0,1,1,1,1,4.1,1227,1,84,732,296.0,9
0,1,0,1,1,435,5.0,3,1,47,638,311.0,12
0,1,0,1,1,385,4.0,46,1,71,733,94.0,19
0,1,0,1,1,59,4.0,1,1,463,638,701.0,21
0,1,0,2,6,559,4.6,366,2,25,402,299.0,8
1,0,0,1,3,91,5.0,1,1,3,670,491.0,20
0,1,0,1,6,380,4.0,5,1,92,744,517.0,17
1,0,0,1,65,77,4.1,4,1,71,733,91.0,13
0,1,0,2,2,42,4.4,113,2,517,878,686.0,5
0,1,0,2,2,69,4.5,2,2,82,1036,499.0,4
0,1,0,1,1,431,4.0,8,1,12,648,277.0,6
0,1,0,5,10,486,5.0,3,5,234,744,632.15,11
0,1,0,3,8,446,4.5,2,3,92,638,1075.0,12
0,1,0,2,2,559,4.0,218,2,335,878,247.0,12
0,1,0,1,1,559,3.6,7,1,120,638,1524.0,12
0,1,0,1,4,446,4.0,2,1,40,702,200.0,48
1,0,0,1,65,77,4.9,12,1,71,733,60.0,13
0,1,0,1,1,442,3.0,21,1,46,638,90.0,3
0,1,0,3,30,559,3.9,5,3,1183,878,269.0,15
0,1,0,1,1,385,4.2,68,1,39,648,495.0,9
0,1,0,1,1,486,4.8,6,1,463,670,895.0,20
0,1,0,1,34,559,2.9,43,1,335,878,222.0,4
0,1,0,1,1,435,3.8,100,1,41,648,569.0,6
0,1,0,1,20,385,4.7,13,2,92,638,121.0,3
1,0,0,1,2,93,4.2,21,1,13,744,634.25,7
0,1,0,2,3,446,4.1,98,2,517,648,228.0,15
0,1,0,1,1,380,4.7,4,1,335,878,275.0,6
0,1,0,1,87,559,4.6,108,1,335,878,224.0,5
0,1,0,14,14,559,4.5,6,3,119,744,598.94,11
0,1,0,1,6,431,5.0,3,1,1183,1036,1071.0,5
0,1,0,1,1,380,4.0,1,1,2,648,1000.0,29
0,0,1,1,1,1,5.0,1,1,16,614,787.0,17
0,1,0,1,1,385,3.5,3,1,41,648,492.0,9
0,1,0,1,1,52,4.5,2,1,1,402,539.0,4
0,1,0,1,18,428,4.5,77,1,94,732,284.0,6
0,1,0,1,6,334,4.8,19,1,1183,1036,1054.0,7
0,1,0,1,4,380,3.6,337,1,517,702,152.0,8
0,1,0,1,1,442,5.0,1,1,4,670,1020.0,24
1,0,0,3,12,91,3.9,7,3,1183,1036,924.0,7
0,1,0,1,1,366,5.0,2,1,80,733,253.0,17
0,1,0,1,6,486,4.4,13,1,463,732,239.0,6
0,1,0,2,2,7,4.4,20,2,6,614,249.0,11
1,0,0,1,3,117,4.8,9,1,234,744,1584.0,9
0,1,0,2,3,493,4.7,90,2,335,878,296.0,4
0,1,0,1,1,385,3.2,2,1,82,402,76.0,12
0,1,0,1,7,559,5.0,3,1,59,744,228.0,6
0,1,0,1,3,431,3.9,13,1,325,878,242.0,4
0,1,0,1,1,431,4.7,4,1,22,670,399.0,7
0,1,0,1,1,366,4.4,30,1,335,878,205.0,4
0,1,0,1,4,380,4.0,43,1,335,878,319.0,6
0,1,0,2,9,431,5.0,1,1,234,744,474.0,11
0,1,0,1,2,442,3.7,10,1,1183,1036,54.0,3
0,1,0,1,1,1,5.0,1,1,12,670,812.0,20
0,1,0,2,8,380,4.2,32,2,120,878,463.0,12
0,1,0,1,2,366,3.1,5,1,325,878,416.0,3
1,0,0,1,17,117,3.0,1,1,66,744,1319.77,6
1,0,0,2,40,51,3.9,22,2,244,638,646.0,9
0,1,0,1,6,428,4.4,973,1,1183,1036,355.0,21
0,1,0,1,2,366,4.3,37,1,11,732,335.0,6
1,0,0,1,1,28,5.0,1,1,120,638,509.0,7
0,1,0,1,1,385,5.0,1,1,1183,1036,100.0,9
0,1,0,2,8,486,4.8,16,2,1183,1036,1249.04,4
0,1,0,7,7,559,4.4,12,1,234,744,665.0,7
0,1,0,1,1,559,3.2,4,1,335,878,260.0,5
0,1,0,1,1,385,4.1,5,1,88,648,355.0,8
0,1,0,1,1,431,4.0,8,1,517,702,573.0,12
0,1,0,1,1,385,3.9,67,1,80,733,59.0,6
0,1,0,1,2,486,4.5,10,1,92,638,9096.0,12
1,0,0,2,3,85,3.9,45,2,52,733,355.0,4
0,1,0,1,61,478,4.4,6,1,80,614,559.0,9
0,1,0,1,2,446,3.0,2,1,1183,1036,310.0,14
0,1,0,1,1,442,4.6,154,1,6,614,449.0,12
1,0,0,1,1,42,2.0,1,1,24,733,293.0,6
0,1,0,1,1,559,3.9,76,1,49,878,240.0,7
0,1,0,1,1,493,4.5,18,1,84,732,253.0,7
0,1,0,1,21,442,4.3,11,1,335,878,262.0,11
0,1,0,2,2,486,3.6,14,2,19,733,185.0,9
0,0,1,1,15,2,4.1,50,1,98,733,194.0,11
0,1,0,3,3,478,4.6,9,3,5,733,128.0,8
0,1,0,1,1,478,3.7,5,1,517,702,295.0,10
0,1,0,2,2,442,4.3,10,2,2,670,459.0,4
0,1,0,1,1,385,4.4,310,1,98,733,465.0,7
